date,amount,cost_per_gram
2023-08-26T12:09:10.307,0.1,35,aed2abbd-9a3b-4bbc-a39f-0806e63dc0de
2023-08-26T12:26:14.181,0.1,35,3f060170-9965-48d6-a0e0-e4b700e8b506
2023-08-26T12:47:30.85,0.1,35,ac2f95ea-28d4-4ddd-a045-39c3046d3e93
2023-08-26T13:43:51.871,0.1,35,dc04a74b-bf7c-467e-a3a2-7e2ae120b231
2023-08-26T17:57:39.906,0.1,35,7aac7ada-2a45-4ed4-bb10-73bd89026f54
2023-08-26T18:11:51.18,0.1,35,d118bb0b-4b8f-4eff-bf5e-77e8942c40ba
2023-08-26T20:01:16.114,0.1,35,1625f889-b892-423c-8a7f-11619ecdd703
2023-08-26T22:24:23.358,0.1,35,d4419a46-65c0-404e-a387-089b61665f2e
2023-08-27T10:19:54.005,0.1,22.5,997ac90c-7f99-48f6-9de6-20e515949832
2023-08-27T10:48:32.2,0.1,22.5,428cd01a-569d-4c94-a834-24ae646434ff
2023-08-27T12:50:06.185,0.1,22.5,2237586d-e251-4fbc-ba73-3940722f99b9
2023-08-27T13:56:15.428,0.1,22.5,7607d833-8712-4848-865c-d90348d15f4d
2023-08-27T16:05:27.273,0.1,22.5,8a755355-58c9-426f-80bb-f44fb38af9ac
2023-08-27T19:19:12.634,0.1,22.5,b6ca8a9d-cf9a-4509-976d-c81d16af34ab
2023-08-27T19:41:18.221,0.1,22.5,1179ee52-17a2-4e9a-848d-51b498c1a2fc
2023-08-27T20:24:01.783,0.1,22.5,b49832c9-c4b8-41e7-8172-80a170593ff2
2023-08-28T08:52:00,0.1,22.5,e185fe94-5205-4339-9832-a4729c8ecebf
2023-08-28T11:26:38.669,0.5,22.5,8a80f2ca-e9f5-47d7-bd84-170c641439c6
2023-08-28T12:46:11.482,0.3,5,eaea1973-06aa-4115-b565-114cfdc7600b
2023-08-28T15:09:37.809,0.3,5,e5c99588-4b09-48ee-9b1a-720bf3a9cc8e
2023-08-28T18:22:37.561,0.1,5,cb788bb0-0eb6-4f25-a3f2-1530c0c782ec
2023-08-28T18:32:50.988,0.1,5,2fea6b75-61e6-4a67-97fa-88863b37f244
2023-08-28T19:27:47.524,0.1,5,0e290a01-ed8b-4085-846a-ca71099373d3
2023-08-28T22:13:17.018,0.3,5,d624ecc3-ac1f-4d2e-9c84-c822b04d9a85
2023-08-28T22:32:00.978,0.1,22.5,9cd406ba-7154-40eb-9278-61366a803787
2023-08-29T11:14:35.632,0.3,5,7c1f84df-a06f-4df4-961a-6ad412a590f3
2023-08-29T12:29:04.867,0.3,5,c2871675-b283-49dd-ba11-ecae81d07361
2023-08-29T16:06:46.015,0.2,5,6d78a3ba-dc7a-4f88-90b3-cfa93846cb1c
2023-08-29T16:31:46.106,0.25,5,bb217267-c1d9-42e7-8291-050810bd5c5e
2023-08-29T17:50:30.728,0.1,15,328118b9-fe5b-461c-91d9-8641d2561e23
2023-08-29T19:09:11.856,0.25,20,34e89ff8-3f62-4df2-b443-3cff205669f9
2023-08-29T20:10:31.799,0.2,20,46f9b09a-eff6-46a1-a9ba-2d39138800a4
2023-08-29T21:05:23.922,0.1,20,5fbd170b-44c2-4887-aea0-dd1b88395600
2023-08-29T22:10:31.426,0.1,20,79e6414a-c691-4701-9c5c-0899d565a845
2023-08-29T23:40:40.744,0.1,20,f2a81fbc-c989-43e8-ab26-2e4378f6102f
2023-08-30T00:13:28.026,0.1,20,9c219477-0162-45ce-aed2-05f7c9f4a8a2
2023-08-30T00:48:43.153,0.1,20,4b455478-bfe8-47da-ba1c-97158dea92e7
2023-08-30T09:46:17.79,0.08,20,ff9c97ba-7303-42f2-9bbc-4dbf4abbbd5a
2023-08-30T09:57:43.74,0.08,20,249e486a-fbd4-4b36-aab9-7aa34f18fd3e
2023-08-30T12:28:07.518,0.1,20,79f8d8cf-c63d-437f-9f68-05486fced97d
2023-08-30T13:02:07.254,0.1,20,10222179-4a23-4288-a7d2-c6532bbffe91
2023-08-30T13:24:57.597,0.08,20,b5b5f926-9482-4a56-add0-a8b5b7b2ea2f
2023-08-30T16:23:31.952,0.1,20,3bb2d077-3d42-4a47-8d91-e5d16780b994
2023-08-30T17:09:27.324,0.1,20,dad5c712-074d-4334-938f-4e7b2a0ba863
2023-08-30T17:44:03.978,0.1,20,81a19657-1fa6-40d8-af41-37752d5abb52
2023-08-30T18:47:39.104,0.1,20,7d1e45b9-8e9f-459a-85ad-0d445ffbe53a
2023-08-30T19:34:09.328,0.1,20,37acc0af-8a12-4777-a1b1-dabffc09229f
2023-08-30T20:46:33.766,0.1,20,28c48432-4ab6-4a18-b45f-0e6abc07b161
2023-08-30T22:11:03.186,0.1,20,aba95cc5-37ed-46bf-80c0-95d63793a0ce
2023-08-30T22:38:27.457,0.1,20,0a7d5a99-9951-46c4-b0a3-9193cd5b6057
2023-08-30T23:54:52.267,0.1,20,e2fca20e-4c1c-4de3-a4d2-129cd1d2ec5f
2023-08-31T08:41:19.274,0.1,20,15882f2d-aadd-43eb-a7e3-74e40c183f9c
2023-08-31T09:25:16.96,0.1,20,82c2b61e-2bb0-4a0e-b11c-c354a0c8be8c
2023-08-31T10:12:41.579,0.1,20,01ddaa59-c074-46db-8d3c-8cb7e3633d3b
2023-08-31T15:44:23.353,0.3,5,219d6170-cae4-40e4-8731-a2fe44468c8a
2023-08-31T16:27:33.593,0.25,5,93252b1f-fd30-45a9-b858-27d57eabd79c
2023-08-31T18:59:51.927,0.25,5,45e9104d-4210-41fa-8eaf-72b6e99bfbef
2023-08-31T20:38:59.084,0.25,5,d9a24268-664f-44e3-ae97-4c77e379558a
2023-08-31T23:05:00.041,0.25,5,7710d195-b904-42b9-a85a-0e61720ac214
2023-08-31T23:33:06.172,0.1,22,04c21495-6b84-4ae7-b191-92086ba15adb
2023-04-22T15:30:46.994,0.09,5,15b56065-83d9-42a6-a888-7ec4a9e3cbed
2023-04-22T15:44:56.864,0.1,5,0a5e1f7b-b3e1-46a0-b74a-2a1b0c3f75ae
2023-04-22T17:46:21.931,0.15,5,7f485612-70b1-4148-b4b7-93552745fb7a
2023-04-22T18:06:09.538,0.15,5,a7dc51dd-582e-42bb-bf32-366be3be3574
2023-04-22T19:11:29.134,0.15,5,67614a77-d0b0-4599-bcb0-fdf2e0b8451e
2023-04-22T19:50:55.199,0.15,5,53dfb13a-e021-45a6-b19a-50333cab1adf
2023-04-22T19:58:54.265,0.15,5,3f4e95ca-c695-470a-96fa-153873351091
2023-04-23T06:25:48.78,0.1,5,d3ce0114-ce7c-47b2-bef6-d86a40756828
2023-04-23T06:43:36.292,0.1,5,5703e2e3-7b3f-4da8-9a31-f04449f929ca
2023-04-23T07:48:46.539,0.1,5,63eed965-f345-421b-9f18-56314e87fd09
2023-04-23T11:26:32.443,0.1,5,d62e59db-c22d-487e-ad4b-86435ff944bb
2023-04-23T11:49:12.362,0.1,5,f1a1f002-8e45-4ea0-8f29-a50b0b17dd58
2023-04-23T12:09:49.794,0.08,5,fda18e32-7aa9-4cd5-9282-659cfe352aa9
2023-04-23T12:23:13.337,0.1,5,32174192-da06-4cff-922a-2456535aaff1
2023-04-23T14:53:47.74,0.1,5,dae272f7-8838-4725-beb4-c2f0d708929c
2023-04-23T15:06:25.634,0.1,5,2b58c3d7-f02d-4fd0-a25c-b7e97c86533f
2023-04-23T15:36:35.906,0.1,5,693a7fcd-1bf9-4332-9808-87f526c3c0ec
2023-04-23T15:49:54.135,0.1,5,06aaa617-3837-470e-8d63-f77e6276bfda
2023-04-23T18:00:19.653,0.09,5,a6bcd5ce-7f07-48ca-b9ab-44ca08c46985
2023-04-23T18:20:24.876,0.09,5,78c4a1e1-a009-459f-9591-500640f9626d
2023-04-23T18:31:15.835,0.09,5,75f33960-2b54-44bb-a8fd-352a7349d135
2023-04-23T19:33:16.575,0.09,5,ef734d13-cec3-4b9c-a467-e2a71d4806d8
2023-04-23T19:45:45.327,0.1,5,2648bbb5-fc7f-4e8a-afe9-3035d9aa2cd0
2023-04-23T19:56:49.793,0.1,5,87d4bf53-ec57-4cb6-8fd3-d97641533bcc
2023-04-24T05:54:36.675,0.07,5,06c7da32-3ae3-44e7-b425-56af5d040d88
2023-04-24T06:09:05.415,0.09,5,40dae9ec-8e41-47b1-adf1-3ac14c9f6925
2023-04-24T06:28:05.633,0.09,5,eaef7fed-7d9a-409f-888f-34170acc7db0
2023-04-24T07:24:41.693,0.1,5,c8016371-b4e9-4fd3-922b-e9771b7f8b6f
2023-04-24T10:23:34.346,0.1,5,2fac605b-1bc5-4be2-8c05-7a37bf4460ba
2023-04-24T12:50:36.742,0.1,5,92dd9423-672b-4121-9bcd-fb5814979c8a
2023-04-24T13:03:37.472,0.1,5,6f95b82a-4078-4eea-a26c-7d2d60583b53
2023-04-24T13:12:54.188,0.09,5,4b04be36-0e7f-47ab-abf1-627ab4968a29
2023-04-24T15:30:37.35,0.09,5,133a4f66-44d5-468e-9de5-a6667c9904da
2023-04-24T15:44:54.775,0.09,5,97f02cf2-468c-4ca1-850b-e050a2bb3c98
2023-04-24T16:00:00,0.1,5,34162e9c-9dd3-4dc0-8696-2f45213496f0
2023-04-24T16:32:19.152,0.05,5,9eab55c6-bad5-4009-8590-9ba71f854c4e
2023-04-24T16:44:07.391,0.08,5,6102e781-574e-42ba-8b10-a6f772108f2e
2023-04-24T19:11:16.135,0.06,5,fd43f72e-6c4a-43be-8e16-27383914e0f3
2023-04-24T19:40:52.074,0.06,5,a3ec96ad-7a9b-45b3-a4ac-a381bb0dd5b6
2023-04-24T19:46:11.614,0.06,5,03a25bda-d5b3-4614-bfe8-38066548185e
2023-04-24T20:04:44.964,0.06,5,2a30b98e-a39b-4405-a772-99fa254a47fd
2023-04-24T21:28:02.565,0.06,5,7838b85a-9406-4cac-8ae1-74b9d2b3d34b
2023-04-25T05:40:14.068,0.08,5,67ea4957-5f11-4af8-9500-d9f5bd1f7576
2023-04-25T05:51:40.717,0.06,5,7a3946aa-683b-4687-9173-2cff7bad5237
2023-04-25T07:58:42.729,0.1,5,83b56ed8-b4a3-4291-b85a-63042a56f67c
2023-04-25T08:24:11.493,0.09,5,f8da7578-38c4-44e4-adbd-ab77879bf796
2023-04-25T09:56:58.317,0.05,5,d3c326c8-21fc-42a4-a7fc-942f6b1e07f0
2023-04-25T10:35:27.051,0.08,5,72b50afa-c510-449c-ba2a-0d291fb72ed4
2023-04-25T10:58:48.296,0.09,5,b3e146f9-d4ec-4615-addf-2557abc7b0a4
2023-04-25T11:18:18.814,0.09,5,927f98cd-4021-4774-aa2d-a7d537d3fe48
2023-04-25T15:08:33.68,0.05,5,65105591-19e4-4af6-9409-71096e30c345
2023-04-25T15:14:19.811,0.1,5,7106a0fc-d4d8-4d3d-8434-c264ead4a088
2023-04-25T16:29:58.026,0.09,5,fa1bf37f-3491-4d56-be0d-29350167dfa6
2023-04-25T16:48:59.331,0.1,5,1ad6d413-8064-4f18-9f56-46b31a304f04
2023-04-25T17:10:44.009,0.1,11,c1edc4c4-589f-47b3-a5fd-8d71dc50f778
2023-04-25T18:06:08.202,0.09,5,8bbf08aa-b581-4502-b71b-5de24f416e0e
2023-04-25T20:26:39.25,0.1,5,1a22bd3e-0ccc-4a36-948b-e878706b62c8
2023-04-25T20:40:08.478,0.1,5,c9a2fbf8-f244-4bde-aab6-822a6bfeedbe
2023-04-25T20:53:42.005,0.1,5,14007e5d-8160-4926-a448-cebb6aae58b9
2023-04-26T07:24:32.548,0.09,5,542f9eb5-634a-4fa5-a449-3069dbb8778a
2023-04-26T07:44:16.382,0.1,5,20b3e1dc-ccb1-4293-ab67-5f0efc1a32b3
2023-04-26T08:10:03.838,0.1,5,acec0650-47f2-49dc-aa28-19000a5cb67b
2023-04-26T08:28:39.566,0.1,5,10f4fc0d-3aca-4d6f-99b7-d98cd0a9442d
2023-04-26T11:36:07.336,0.1,5,d6e978f6-6d90-49f6-bfc8-603b70f21b61
2023-04-26T11:44:45.336,0.06,5,116b18cc-cff0-433f-a689-89099c1f2919
2023-04-26T11:53:25.991,0.06,5,5d2bf596-ae3a-420b-b053-9a81753c0d26
2023-04-26T12:03:55.764,0.06,5,f9899442-3479-4a08-a067-ad29697a7240
2023-04-26T15:42:01.629,0.07,5,37d4972e-5957-42f9-a6dc-9fc654f2c714
2023-04-26T15:51:46.507,0.07,5,81dc0791-ebd4-409d-8eaa-13a13c45a582
2023-04-26T16:02:35.216,0.07,5,3387afbd-9a31-46a3-b803-017de767bf3c
2023-04-26T16:15:04.23,0.07,5,4196deee-9620-4284-9524-a19a7232b97f
2023-04-26T18:08:39.777,0.1,5,9d8fdcd5-65d7-48db-ae43-0986c6338f7b
2023-04-26T18:23:25.736,0.09,5,b1c889d0-921a-41ff-9b0d-4338ce18fb8a
2023-04-26T18:38:27.838,0.1,5,c3908b8f-4279-46c1-92ca-796228639225
2023-04-26T18:57:40.46,0.1,5,44a53504-e2ab-4afc-a95f-2243fe20536d
2023-04-26T19:13:28.027,0.06,5,fae07436-30d6-43a8-91bb-5d72234a025a
2023-04-26T19:28:34.493,0.06,5,68189dcf-de1b-4d98-84f1-c7ef090b3061
2023-04-26T21:28:21.511,0.09,5,7f22bc6b-0ec3-4f45-82fe-3da2f859d058
2023-04-26T21:40:16.379,0.09,5,902829f5-8fe2-487b-9a30-19c87bf390c2
2023-04-27T05:59:53.827,0.09,5,cfb5b4b8-6e6a-4b98-a07f-c5ec24c96f82
2023-04-27T06:36:50.617,0.1,5,f52e2e21-cb02-4863-b1aa-a3e207ae8174
2023-04-27T06:49:37.562,0.1,5,0ae860cf-0460-4c3d-8986-d9adc4a305b0
2023-04-27T07:13:43.73,0.1,5,21bec815-ee80-40ed-94f2-430d13194a6f
2023-04-27T11:03:41.787,0.1,5,27858666-d531-4790-97ea-d118f329faaf
2023-04-27T11:13:59.226,0.09,5,31ddb24d-848f-4551-b8d6-a3499331d230
2023-04-27T11:21:05.192,0.09,5,642c801d-c030-4449-878e-193f56d2d11b
2023-04-27T11:42:34.88,0.08,5,0e8363a7-9627-4091-9c2c-172d4118923e
2023-04-27T11:54:56.99,0.1,5,995be53a-a7c1-4610-a9fc-941c7773f9c9
2023-04-27T13:07:27.596,0.1,5,33a687a4-f1bf-4b40-a2c6-9c34835ac9ba
2023-04-27T13:33:34.885,0.1,5,f6f2e8c4-5ada-4250-8491-38e7e7fa9fa9
2023-04-27T13:52:44.715,0.1,5,0f0f4616-6d2d-4526-a856-57e562c92174
2023-04-27T14:23:41.846,0.1,5,9b152736-aedc-4666-bc56-19f7f56fea3e
2023-04-27T14:38:05.566,0.1,5,e9e9816e-dd03-4c80-aa69-7dbc1b741050
2023-04-27T14:57:37.215,0.1,5,5532c815-1df3-4dcc-bea3-8e98c382f1c8
2023-04-27T18:25:48.411,0.1,5,a8ea325a-f0bc-4ff5-93e9-b1225a04c614
2023-04-27T18:34:49.016,0.04,5,dd293198-016d-48dc-978a-26a05957a4bc
2023-04-27T18:45:37.848,0.05,5,f003eb74-4996-4cd4-8bd0-1426ee13d9e9
2023-04-27T18:55:17.846,0.1,5,c9665053-7d13-4641-8201-950f2dcb00c8
2023-04-27T19:07:53.398,0.05,5,97a89cc1-92ce-48fd-9d69-3bceed937c32
2023-04-27T19:20:02.18,0.09,5,60b32697-f9ae-4c1d-9489-e9d0424fee63
2023-04-27T19:51:40.215,0.1,5,532ac30b-1a49-4ec6-b5bf-b7d42669fadc
2023-04-27T22:05:52.444,0.1,5,00fa528f-a45b-4f73-afbb-ddd52cb65c62
2023-04-27T22:24:51.259,0.1,5,90ae35ec-7c61-4b92-96a0-aa8a839a7821
2023-04-28T06:00:06.277,0.1,5,de4782ea-76d3-4e73-8d17-450cbc5ddbc4
2023-04-28T06:15:51.464,0.1,5,33288f41-82e5-41b2-981f-d8d986004f36
2023-04-28T06:37:46.022,0.1,5,4072b737-9c68-4186-8d38-d8ad5eb960c1
2023-04-28T08:44:03.523,0.08,5,b063c985-3203-403c-aaf8-93deb2aa1125
2023-04-28T08:55:42.315,0.08,5,58160cba-64f5-4542-a5f0-bf808625c873
2023-04-28T12:27:07.884,0.08,5,519b21ce-07a4-40f3-afad-fbfa338fe71f
2023-04-28T12:37:16.567,0.08,5,86c6d66b-9035-4629-8b05-1e49dce82627
2023-04-28T14:39:12.856,0.1,5,eca59d6f-4360-4e8d-b3fb-78e148a8c8d5
2023-04-28T15:00:47.344,0.09,5,36846f24-03ce-4ce6-bafc-1b6647043f73
2023-04-28T15:42:52.113,0.09,5,3bbd0f72-268f-44a1-b620-ace199507662
2023-04-28T15:55:38.043,0.09,5,7c01b006-1cb4-4a2b-82c3-e9bc8e9879ff
2023-04-28T16:23:45.859,0.1,5,1f6d1de4-2946-43ce-8097-f053ddd08758
2023-04-28T18:34:34.748,0.1,5,1d415980-aa3a-42eb-95df-933067700dc2
2023-04-28T22:36:46.046,0.1,5,303568f5-d142-4953-990a-3b760c01399a
2023-04-28T22:55:09.313,0.09,5,beabe7e0-6dbf-44df-9d16-8dd3e7ade354
2023-04-28T23:11:12.856,0.1,5,cf122e12-6f99-4943-898b-ba3aac6c7e82
2023-04-29T06:07:36.841,0.1,5,dea32829-45d9-4493-803a-811fa2abc02e
2023-04-29T06:20:19.957,0.1,5,8d991a43-bb91-422b-bc52-f4cd645925d3
2023-04-29T07:17:15.926,0.07,5,a633be94-621a-4acb-9f6e-e8b9b428b88c
2023-04-29T12:14:55.838,0.07,5,94879a25-6246-4338-a1f9-22ccb59b01ae
2023-04-29T12:38:38.314,0.08,5,7d41fedd-6d88-4a56-89e6-797407642b6f
2023-04-29T15:52:22.476,0.08,5,30e8fbc7-e895-4dcf-bf42-3e73932449f1
2023-04-29T16:10:10.948,0.1,5,be64eebf-fe40-4ce9-a335-71aeb8b45313
2023-04-29T17:13:48.571,0.09,5,c471eaee-82a0-4083-8892-357bb610a17a
2023-04-29T17:25:34.534,0.1,5,bc4042e3-9119-4762-9ca8-a5c6ec6dfa45
2023-04-29T20:39:06.128,0.09,5,ee1a8ffa-5a29-40b3-a39a-c064c7ac9257
2023-04-29T20:49:36.344,0.09,5,62cc52b4-69ab-4ef5-ad6a-4af65aacb665
2023-04-29T21:05:00.028,0.1,5,606a199e-8f8f-4127-a1fd-21bff56bfcad
2023-04-30T08:11:05.983,0.1,5,6a73627c-8c96-42b3-9e37-2f96baae6bba
2023-04-30T08:25:34.04,0.1,5,8e38dd46-7f95-4a3d-82e2-0dc801c83b18
2023-04-30T09:11:33.586,0.1,5,0ff814b1-510f-4b53-aa38-f54891ab23be
2023-04-30T09:43:58.575,0.1,5,ebf581fb-b272-47f3-8e5c-92c315e791a0
2023-04-30T14:53:22.74,0.1,5,209d3930-0291-4717-bc20-8a04fa93d93b
2023-04-30T15:17:06.362,0.1,5,e41818e2-73cf-4649-aa9e-5e8c244cb125
2023-04-30T17:11:20.331,0.09,5,fd19f510-60a5-48fe-9aa7-33bfd34b4353
2023-04-30T17:23:23.33,0.09,5,167ef7d1-96e2-4397-b688-51dff81d8529
2023-04-30T17:43:41.194,0.08,5,274ce62b-3061-485c-a6cb-1ccaf47d8205
2023-04-30T21:06:24.489,0.1,5,cd24b868-ed73-4dd8-8507-09d38a51fa69
2023-04-30T21:19:28.295,0.09,5,43a17b20-5ca8-49a5-a003-ae067506b6ec
2023-04-30T21:35:18.014,0.1,5,e9bc8815-ae47-4067-b0dd-896b149fbed3
2023-05-01T07:18:48.78,0.1,5,7e1b5152-e148-4a14-a960-6114a2cc3669
2023-05-01T07:31:29.364,0.1,5,ac48b1b1-8f45-44f8-9dc9-b24c395cd078
2023-05-01T07:41:01.84,0.09,5,05de6535-715e-4b15-982e-c53dcdf8fe0d
2023-05-01T07:57:06.83,0.1,5,6650bec2-9e81-42bd-a28a-741fcace1467
2023-05-01T08:18:22.11,0.1,5,3d3d090a-83f5-4fd7-beff-0b60e35351ac
2023-05-01T11:02:54.976,0.1,5,eb28a2d2-2a33-417a-b2eb-c4eb69a1d702
